,pa_id,poi_common_id,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_ref,poi_phone,poi_email,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_good,poi_bad,poi_hash,poi_created,poi_updated,poi_deleted,poi_lat,poi_lon,pc_id,poi_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags,osm_nodes,poi_distance
6967,7886,31,Expressz Bp. - Népszínház utca,81,1081,Budapest,Népszínház utca,30,,POINT (47.494665 19.077448),Népszínház utca 30.,https://tesco.hu/aruhazak/aruhaz/tesco-expressz-bp-nepszinhaz-utca/,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,07:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,18:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 06:00-22:00; Su 07:00-18:00; PH off,"{not_in_water,standard_opening_hours}",{},,2018-08-05 11:13:24.642046+00:00,,,47.4948430949111,19.0773908973444,31,Tesco Expressz,shop,"{'shop': 'convenience', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'ref:vatin:hu': '10307078-2-44', 'brand': 'Tesco', 'brand:wikipedia': 'hu:Tesco', 'brand:wikidata': 'Q487494', 'addr:country': 'HU', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'facebook': 'https://www.facebook.com/tescoaruhazak', 'youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'air_conditioning': 'yes'}",https://www.tesco.hu,hutescoexp,tesco,2934194830,OSM_object_type.node,3,0,2017-09-11T10:18:31Z,"{'wheelchair': 'no', 'toilets:wheelchair': 'no', 'name': 'Tesco Expressz', 'shop': 'supermarket'}",,20.26264722
6968,7887,31,Expressz Bp. - Rákóczi út,88,1088,Budapest,Rákóczi út,20,,POINT (47.495512 19.064717),Rákóczi út 20.,https://tesco.hu/aruhazak/aruhaz/tesco-expressz-bp-rakoczi-ut/,,,,,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,08:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,16:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 07:00-22:00; Su 08:00-16:00; PH off,"{not_in_water,standard_opening_hours}",{},,2018-08-05 11:13:24.642046+00:00,,,47.495659594911,19.0646239973462,31,Tesco Expressz,shop,"{'shop': 'convenience', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'ref:vatin:hu': '10307078-2-44', 'brand': 'Tesco', 'brand:wikipedia': 'hu:Tesco', 'brand:wikidata': 'Q487494', 'addr:country': 'HU', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'facebook': 'https://www.facebook.com/tescoaruhazak', 'youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'air_conditioning': 'yes'}",https://www.tesco.hu,hutescoexp,tesco,856442310,OSM_object_type.node,9,0,2018-05-10T05:29:38Z,"{'name:en': 'Tesco Express', 'opening_hours': 'Mo-Sa 07:00-22:00; Su 08:00-16:00', 'name': 'Tesco Expressz', 'shop': 'supermarket', 'addr:street': 'Rákóczi út', 'addr:housenumber': '20', 'wheelchair': 'yes', 'addr:city': 'Budapest', 'addr:postcode': '1072'}",,17.83727889
6969,7888,31,Astoria Expressz,74,1072,Budapest,Rákóczi út,1-3,,POINT (47.495165 19.062358),Rákóczi út 1-3.,https://tesco.hu/aruhazak/aruhaz/tesco-astoria-expressz/,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,08:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,20:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 06:00-22:00; Su 08:00-20:00; PH off,"{not_in_water,standard_opening_hours}",{},,2018-08-05 11:13:24.642046+00:00,,,47.4943601949111,19.0611358973467,31,Tesco Expressz,shop,"{'shop': 'convenience', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'ref:vatin:hu': '10307078-2-44', 'brand': 'Tesco', 'brand:wikipedia': 'hu:Tesco', 'brand:wikidata': 'Q487494', 'addr:country': 'HU', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'facebook': 'https://www.facebook.com/tescoaruhazak', 'youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'air_conditioning': 'yes'}",https://www.tesco.hu,hutescoexp,tesco,2296479433,OSM_object_type.node,9,0,2018-06-17T07:41:56Z,"{'wheelchair': 'yes', 'toilets:wheelchair': 'no', 'opening_hours': 'Mo-Sa 06:00-22:00; Su 08:00-20:00', 'name': 'Tesco', 'shop': 'supermarket', 'addr:street': 'Rákóczi út', 'addr:housenumber': '1-3', 'addr:city': 'Budapest', 'addr:postcode': '1088', 'website': 'http://tesco.hu/'}",,128.21374273
6970,7889,31,Expressz Bp. - Pagony utca,118,1124,Budapest,Pagony utca,27-29,,POINT (47.494839 19.005004),Pagony u. 27-29.,https://tesco.hu/aruhazak/aruhaz/tesco-expressz-bp-pagony-utca/,,,,,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,18:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 07:00-22:00; Su 07:00-18:00; PH off,"{not_in_water,standard_opening_hours}",{},,2018-08-05 11:13:24.642046+00:00,,,47.494839,19.005004,31,Tesco Expressz,shop,"{'shop': 'convenience', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'ref:vatin:hu': '10307078-2-44', 'brand': 'Tesco', 'brand:wikipedia': 'hu:Tesco', 'brand:wikidata': 'Q487494', 'addr:country': 'HU', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'facebook': 'https://www.facebook.com/tescoaruhazak', 'youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'air_conditioning': 'yes'}",https://www.tesco.hu,hutescoexp,tesco,319302355,OSM_object_type.way,7,0,2017-12-25T16:17:53Z,"{'wheelchair': 'yes', 'building:levels': '2', 'name': 'TESCO expressz', 'shop': 'supermarket', 'building': 'retail'}","[3257159031, 3257159009, 3274179981, 3257158989, 3257159021, 3257159030, 3257159026, 3257159031]",74.60810935
6971,7893,31,Expressz Bp. - Bajza utca,73,1071,Budapest,Bajza utca,1,,POINT (47.507174 19.07668),Bajza u. 1.,https://tesco.hu/aruhazak/aruhaz/tesco-expressz-bp-bajza-utca/,,,,,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,00:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,00:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 07:00-21:00; Su 00:00-00:00; PH off,"{not_in_water,standard_opening_hours}",{},,2018-08-05 11:13:24.642046+00:00,,,47.5075835949105,19.0764105973445,31,Tesco Expressz,shop,"{'shop': 'convenience', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'ref:vatin:hu': '10307078-2-44', 'brand': 'Tesco', 'brand:wikipedia': 'hu:Tesco', 'brand:wikidata': 'Q487494', 'addr:country': 'HU', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'facebook': 'https://www.facebook.com/tescoaruhazak', 'youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'air_conditioning': 'yes'}",https://www.tesco.hu,hutescoexp,tesco,2157559535,OSM_object_type.node,8,0,2017-09-20T05:21:27Z,"{'wheelchair': 'limited', 'opening_hours': 'Mo-Sa 07:00-22:00', 'phone': '+36 20 827 0000', 'name': 'Tesco Expressz', 'shop': 'supermarket', 'addr:street': 'Bajza utca', 'addr:housenumber': '1', 'addr:city': 'Budapest', 'addr:postcode': '1071', 'website': 'http://tesco.hu/aruhazak/aruhaz/tesco-expressz-bp-bajza-utca'}",,49.83782692
6972,7895,31,Nagy Lajos király útja Expressz,137,1148,Budapest,Nagy Lajos király útja,73-77,,POINT (47.5128 19.123942),Nagy Lajos király útja 73-77.,https://tesco.hu/aruhazak/aruhaz/tesco-nagy-lajos-kiraly-utja-expressz/,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,07:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,18:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 06:00-22:00; Su 07:00-18:00; PH off,"{not_in_water,standard_opening_hours}",{},,2018-08-05 11:13:24.642046+00:00,,,47.5128,19.123942,31,Tesco Expressz,shop,"{'shop': 'convenience', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'ref:vatin:hu': '10307078-2-44', 'brand': 'Tesco', 'brand:wikipedia': 'hu:Tesco', 'brand:wikidata': 'Q487494', 'addr:country': 'HU', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'facebook': 'https://www.facebook.com/tescoaruhazak', 'youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'air_conditioning': 'yes'}",https://www.tesco.hu,hutescoexp,tesco,313663616,OSM_object_type.way,6,0,2017-09-18T09:04:23Z,"{'wheelchair': 'yes', 'toilets:wheelchair': 'no', 'opening_hours': 'Mo-Sa 07:00-22:00; Su 07:00-18:00', 'name': 'Tesco', 'shop': 'supermarket', 'addr:street': 'Nagy Lajos király útja', 'addr:housenumber': '73-77', 'addr:city': 'Budapest', 'addr:postcode': '1148', 'building': 'retail'}","[2912269259, 2912269255, 2912269253, 2912269245, 2912269256, 2912269264, 2912269259]",49.33586293
6973,7896,31,Expressz Bp. - Eiffel tér,66,1062,Budapest,Teréz körút,55-57,,POINT (47.510954 19.059487),Teréz krt. 55-57.,https://tesco.hu/aruhazak/aruhaz/tesco-expressz-bp-eiffel-ter/,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,00:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,00:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 06:00-22:00; Su 00:00-00:00; PH off,"{not_in_water,standard_opening_hours}",{},,2018-08-05 11:13:24.642046+00:00,,,47.5096497949104,19.0579899973471,31,Tesco Expressz,shop,"{'shop': 'convenience', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'ref:vatin:hu': '10307078-2-44', 'brand': 'Tesco', 'brand:wikipedia': 'hu:Tesco', 'brand:wikidata': 'Q487494', 'addr:country': 'HU', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'facebook': 'https://www.facebook.com/tescoaruhazak', 'youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'air_conditioning': 'yes'}",https://www.tesco.hu,hutescoexp,tesco,1704395738,OSM_object_type.node,2,0,2017-09-11T11:23:45Z,"{'wheelchair': 'limited', 'toilets:wheelchair': 'no', 'name': 'Tesco Express', 'shop': 'supermarket'}",,183.50217935
6974,7897,31,Thököly út Expressz,135,1146,Budapest,Thököly út,151,,POINT (47.516139 19.106895),Thököly út 151.,https://tesco.hu/aruhazak/aruhaz/tesco-thokoly-ut-expressz/,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,07:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,18:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 06:00-22:00; Su 07:00-18:00; PH off,"{not_in_water,standard_opening_hours}",{},,2018-08-05 11:13:24.642046+00:00,,,47.516139,19.106895,31,Tesco Expressz,shop,"{'shop': 'convenience', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'ref:vatin:hu': '10307078-2-44', 'brand': 'Tesco', 'brand:wikipedia': 'hu:Tesco', 'brand:wikidata': 'Q487494', 'addr:country': 'HU', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'facebook': 'https://www.facebook.com/tescoaruhazak', 'youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'air_conditioning': 'yes'}",https://www.tesco.hu,hutescoexp,tesco,308056023,OSM_object_type.way,6,0,2017-12-25T16:17:49Z,"{'wheelchair': 'yes', 'toilets:wheelchair': 'no', 'source': 'Interspect ortofotó 2014', 'name': 'Tesco Express', 'shop': 'supermarket', 'addr:street': 'Thököly út', 'addr:housenumber': '159', 'addr:city': 'Budapest', 'addr:postcode': '1146', 'building': 'retail'}","[3133371572, 3387342031, 2024894608, 3133371563, 3387342030, 3387342029, 3387342032, 3387342033, 3133371570, 2024894652, 3387342035, 3133371566, 3133371572]",33.27430076
6975,7898,31,Expressz Bp. - Rákosi utca,148,1162,Budapest,Rákosi utca,142-146,,POINT (47.523441 19.172148),Rákosi u. 142-146.,https://tesco.hu/aruhazak/aruhaz/tesco-expressz-bp-rakosi-utca/,,,,,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,08:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,16:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 07:00-22:00; Su 08:00-16:00; PH off,"{not_in_water,standard_opening_hours}",{},,2018-08-05 11:13:24.642046+00:00,,,47.5236535949098,19.1722441973312,31,Tesco Expressz,shop,"{'shop': 'convenience', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'ref:vatin:hu': '10307078-2-44', 'brand': 'Tesco', 'brand:wikipedia': 'hu:Tesco', 'brand:wikidata': 'Q487494', 'addr:country': 'HU', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'facebook': 'https://www.facebook.com/tescoaruhazak', 'youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'air_conditioning': 'yes'}",https://www.tesco.hu,hutescoexp,tesco,2494246958,OSM_object_type.node,7,0,2017-09-11T06:42:36Z,"{'wheelchair': 'yes', 'operator': 'tesco', 'opening_hours': 'Mo-Sa 06:00-22:00', 'name': 'TESCO Express, Rákosi utca', 'shop': 'supermarket', 'addr:street': 'Rákosi út', 'addr:housenumber': '142-146', 'addr:city': 'Budapest', 'addr:postcode': '1162', 'website': 'http://www.tesco.hu'}",,24.71846964
6976,7899,31,Expressz Bp. - Bimbó út,38,1026,Budapest,Bimbó út,133,,POINT (47.521018 19.00635),Bimbó út 133.,https://tesco.hu/aruhazak/aruhaz/tesco-expressz-bp-bimbo-ut/,,,,,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,18:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 07:00-22:00; Su 07:00-18:00; PH off,"{not_in_water,standard_opening_hours}",{},,2018-08-05 11:13:24.642046+00:00,,,47.521018,19.00635,31,Tesco Expressz,shop,"{'shop': 'convenience', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'ref:vatin:hu': '10307078-2-44', 'brand': 'Tesco', 'brand:wikipedia': 'hu:Tesco', 'brand:wikidata': 'Q487494', 'addr:country': 'HU', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'facebook': 'https://www.facebook.com/tescoaruhazak', 'youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'air_conditioning': 'yes'}",https://www.tesco.hu,hutescoexp,tesco,353281883,OSM_object_type.way,3,0,2017-12-25T16:18:03Z,"{'opening_hours': '06:00-22:00; PH closed', 'name': 'Tesco Express', 'shop': 'supermarket', 'addr:street': 'Bimbó út', 'addr:housenumber': '133', 'addr:city': 'Budapest', 'addr:postcode': '1026', 'building': 'retail'}","[3590662686, 3590662687, 3590662688, 3590662689, 3590662686]",11.37048189
6977,7900,31,Expressz Páty - Rákóczi utca,643,2071,Páty,Rákóczi utca,11,,POINT (47.515252 18.829965),Rákóczi utca 11.,https://tesco.hu/aruhazak/aruhaz/tesco-expressz-paty-rakoczi-utca/,,,,,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,08:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,16:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 07:00-21:00; Su 08:00-16:00; PH off,"{not_in_water,standard_opening_hours}",{},,2018-08-05 11:13:24.642046+00:00,,,47.5153380949102,18.8298678973789,31,Tesco Expressz,shop,"{'shop': 'convenience', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'ref:vatin:hu': '10307078-2-44', 'brand': 'Tesco', 'brand:wikipedia': 'hu:Tesco', 'brand:wikidata': 'Q487494', 'addr:country': 'HU', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'facebook': 'https://www.facebook.com/tescoaruhazak', 'youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'air_conditioning': 'yes'}",https://www.tesco.hu,hutescoexp,tesco,2938508503,OSM_object_type.node,2,0,2014-12-28T12:42:29Z,"{'wheelchair': 'yes', 'opening_hours': '6:30-21:00', 'name': 'Tesco Express', 'shop': 'convenience'}",,12.03446911
6978,7901,31,Expressz Bp. - Kolosy tér,47,1036,Budapest,Kolosy tér,4,,POINT (47.527793 19.038244),Kolosy tér 4.,https://tesco.hu/aruhazak/aruhaz/tesco-expressz-bp-kolosy-ter/,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,08:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,20:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 06:00-22:00; Su 08:00-20:00; PH off,"{not_in_water,standard_opening_hours}",{},,2018-08-05 11:13:24.642046+00:00,,,47.5280446949097,19.0380342973499,31,Tesco Expressz,shop,"{'shop': 'convenience', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'ref:vatin:hu': '10307078-2-44', 'brand': 'Tesco', 'brand:wikipedia': 'hu:Tesco', 'brand:wikidata': 'Q487494', 'addr:country': 'HU', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'facebook': 'https://www.facebook.com/tescoaruhazak', 'youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'air_conditioning': 'yes'}",https://www.tesco.hu,hutescoexp,tesco,2420796265,OSM_object_type.node,4,0,2016-03-20T12:45:41Z,"{'wheelchair': 'limited', 'name': 'Tesco Express', 'shop': 'supermarket'}",,32.11213737
6979,7902,31,Expressz Bp. - Béke út,125,1135,Budapest,Béke út,13-19,,POINT (47.533789 19.082166),Béke út 13-19.,https://tesco.hu/aruhazak/aruhaz/tesco-expressz-bp-beke-ut/,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,07:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,18:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 06:00-22:00; Su 07:00-18:00; PH off,"{not_in_water,standard_opening_hours}",{},,2018-08-05 11:13:24.642046+00:00,,,47.5336187949094,19.0823801973437,31,Tesco Expressz,shop,"{'shop': 'convenience', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'ref:vatin:hu': '10307078-2-44', 'brand': 'Tesco', 'brand:wikipedia': 'hu:Tesco', 'brand:wikidata': 'Q487494', 'addr:country': 'HU', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'facebook': 'https://www.facebook.com/tescoaruhazak', 'youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'air_conditioning': 'yes'}",https://www.tesco.hu,hutescoexp,tesco,2905800795,OSM_object_type.node,4,0,2017-09-18T09:54:30Z,"{'toilets:wheelchair': 'no', 'name': 'Tesco Express', 'shop': 'supermarket', 'wheelchair': 'yes', 'opening_hours': 'Mo-Sa 06:00-22:00; Su 07:00-18:00', 'operator': 'Tesco'}",,24.8350581
6980,7904,31,Expressz Bp. - Erzsébet Királyné útja,131,1142,Budapest,Erzsébet királyné útja,125,,POINT (47.535106 19.113143),Erzsébet Királyné útja 125.,https://tesco.hu/aruhazak/aruhaz/tesco-expressz-bp-erzsebet-kiralyne-utja/,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,07:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,18:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 06:00-22:00; Su 07:00-18:00; PH off,"{not_in_water,standard_opening_hours}",{},,2018-08-05 11:13:24.642046+00:00,,,47.5344607949094,19.1133282973394,31,Tesco Expressz,shop,"{'shop': 'convenience', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'ref:vatin:hu': '10307078-2-44', 'brand': 'Tesco', 'brand:wikipedia': 'hu:Tesco', 'brand:wikidata': 'Q487494', 'addr:country': 'HU', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'facebook': 'https://www.facebook.com/tescoaruhazak', 'youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'air_conditioning': 'yes'}",https://www.tesco.hu,hutescoexp,tesco,974419451,OSM_object_type.node,5,0,2016-11-05T20:30:07Z,"{'wheelchair': 'yes', 'opening_hours': 'Mo-Sa 06:00-22:00; Su 07:00-18:00', 'name': 'Tesco Express', 'shop': 'convenience'}",,73.07980101
6981,7906,31,Expressz Bp. - Reitter Ferenc utca,121,1131,Budapest,Reitter Ferenc utca,132,,POINT (47.540223 19.090772),Reitter Ferenc u. 132. ,https://tesco.hu/aruhazak/aruhaz/tesco-expressz-bp-reitter-ferenc-utca/,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,08:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,16:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 06:00-22:00; Su 08:00-16:00; PH off,"{not_in_water,standard_opening_hours}",{},,2018-08-05 11:13:24.642046+00:00,,,47.5403182949091,19.0907531973425,31,Tesco Expressz,shop,"{'shop': 'convenience', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'ref:vatin:hu': '10307078-2-44', 'brand': 'Tesco', 'brand:wikipedia': 'hu:Tesco', 'brand:wikidata': 'Q487494', 'addr:country': 'HU', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'facebook': 'https://www.facebook.com/tescoaruhazak', 'youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'air_conditioning': 'yes'}",https://www.tesco.hu,hutescoexp,tesco,1232504673,OSM_object_type.node,3,0,2015-11-19T10:33:01Z,"{'wheelchair': 'yes', 'opening_hours': 'Mo-su 06:00-22:00', 'name': 'TESCO expressz', 'shop': 'supermarket'}",,10.68991099
6982,7908,31,Expressz Bp. - Vihar utca,46,1035,Budapest,Vihar utca,18-28,,POINT (47.547407 19.037997),Vihar u. 18-28.,https://tesco.hu/aruhazak/aruhaz/tesco-expressz-bp-vihar-utca/,,,,,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,08:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,16:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 07:00-22:00; Su 08:00-16:00; PH off,"{not_in_water,standard_opening_hours}",{},,2018-08-05 11:13:24.642046+00:00,,,47.5473546949089,19.0377513973499,31,Tesco Expressz,shop,"{'shop': 'convenience', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'ref:vatin:hu': '10307078-2-44', 'brand': 'Tesco', 'brand:wikipedia': 'hu:Tesco', 'brand:wikidata': 'Q487494', 'addr:country': 'HU', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'facebook': 'https://www.facebook.com/tescoaruhazak', 'youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'air_conditioning': 'yes'}",https://www.tesco.hu,hutescoexp,tesco,4939175128,OSM_object_type.node,4,0,2017-09-19T09:25:42Z,"{'wheelchair': 'no', 'source': 'route4u', 'fixme': 'verify', 'shop': 'supermarket', 'name': '44065 Bp Vihar Exp'}",,19.32934444
6983,7909,31,Express Bp. - Máriaremetei út,40,1028,Budapest,Máriaremetei út,72,,POINT (47.547841 18.953952),Máriaremetei út 72.,https://tesco.hu/aruhazak/aruhaz/tesco-express-bp-mariaremetei-ut/,,,,,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,18:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 07:00-22:00; Su 07:00-18:00; PH off,"{not_in_water,standard_opening_hours}",{},,2018-08-05 11:13:24.642046+00:00,,,47.5480358949088,18.9538430973616,31,Tesco Expressz,shop,"{'shop': 'convenience', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'ref:vatin:hu': '10307078-2-44', 'brand': 'Tesco', 'brand:wikipedia': 'hu:Tesco', 'brand:wikidata': 'Q487494', 'addr:country': 'HU', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'facebook': 'https://www.facebook.com/tescoaruhazak', 'youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:cash': 'yes', 'payment:debit_cards': 'yes', 'air_conditioning': 'yes'}",https://www.tesco.hu,hutescoexp,tesco,2351067330,OSM_object_type.node,2,0,2017-10-03T12:15:01Z,"{'wheelchair': 'limited', 'name': 'Tesco Express', 'shop': 'convenience'}",,23.16148649
