,pa_id,poi_common_id,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_description,poi_fuel_adblue,poi_fuel_octane_100,poi_fuel_octane_98,poi_fuel_octane_95,poi_fuel_diesel_gtl,poi_fuel_diesel,poi_fuel_lpg,poi_fuel_e85,poi_rent_lpg_bottles,poi_compressed_air,poi_restaurant,poi_food,poi_truck,poi_ref,poi_phone,poi_email,poi_authentication_app,poi_authentication_none,poi_authentication_membership_card,poi_capacity,poi_fee,poi_parking_fee,poi_motorcar,poi_socket_chademo,poi_socket_chademo_output,poi_socket_type2_combo,poi_socket_type2_combo_output,poi_socket_type2_cable,poi_socket_type2_cable_output,poi_socket_type2,poi_socket_type2_output,poi_manufacturer,poi_model,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_created,poi_updated,poi_deleted,poi_lat,poi_lon,pc_id,poi_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,poi_search_avoid_name,preserve_original_name,preserve_original_post_code,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags,osm_nodes,poi_distance,poi_new
2642,1074,36,,57,1046,Budapest,Szent Imre utca,1,,POINT (47.56671 19.098006),Szent Imre u.1.,/barkacsaruhaz/ujpest/,,,,,,,,,,,,,,,006,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,47.5669603,19.09711840418902,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,120258822,OSM_object_type.way,16,0,2021-03-14 20:37:36.000000,"{'addr:postcode': '1046', 'shop': 'doityourself', 'building': 'retail', 'addr:street': 'Szent Imre utca', 'phone': '+36 40 212 223', 'roof:shape': 'flat', 'source': 'Bing + http://www.obi.hu/hu/stores/_budapest_county/OBI_Ujpest/index.html', 'wheelchair': 'yes', 'url': 'http://www.obi.hu/hu/stores/_budapest_county/OBI_Ujpest/index.html', 'website': 'http://www.obi.hu/hu/stores/_budapest_county/OBI_Ujpest/index.html', 'building:levels': '1', 'official_name': 'OBI Budapest Szent Imre út', 'addr:city': 'Budapest', 'opening_hours': 'Mo-Sa 08:00-20:00; Su 08:00-18:00', 'name': 'OBI Újpest', 'addr:housenumber': '1'}","[1348863050, 8518777059, 8518777060, 8518777051, 8518777044, 8518777052, 8518777053, 8518777045, 8518777054, 8518777055, 8518777046, 8518777056, 8518777061, 8518777062, 1348863041, 8518777063, 8518777064, 1348863054, 8518777065, 8518777066, 1348863071, 1348863073, 8518777067, 8518777068, 1348863029, 1348863045, 1348863058, 1348863067, 1348863023, 8518777042, 8518777041, 8518777048, 8518777049, 8518777043, 8518777050, 8518777057, 8518777058, 1348863050]",0,
2643,1084,36,,95,1095,Budapest,Soroksári út,33,,POINT (47.467645 19.075819),Soroksári út 33.,/barkacsaruhaz/budapest-soroksari-ut/,,,,,,,,,,,,,,,009,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,47.46714115,19.075160527504888,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,185156235,OSM_object_type.way,12,0,2020-10-06 09:21:59.000000,"{'addr:postcode': '1095', 'building': 'retail', 'addr:street': 'Soroksári út', 'brand:wikipedia': 'en:Obi (store)', 'wheelchair': 'yes', 'website': 'https://www.obi.hu/', 'shop': 'doityourself', 'payment:maestro': 'yes', 'official_name': 'OBI Budapest Soroksári út', 'addr:city': 'Budapest', 'payment:mastercard_contactless': 'yes', 'opening_hours': 'Mo-Sa 08:00-20:00; Su 08:00-18:00', 'brand:wikidata': 'Q300518', 'name': 'OBI Soroksári út', 'payment:visa_electron': 'yes', 'opening_hours:covid19': '07:00-15:00', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'addr:housenumber': '33', 'ref:vatin': 'HU13136062', 'contact:website': 'https://www.obi.hu/', 'ref:vatin:hu': '13136062-2-44', 'building:levels': '2', 'brand': 'OBI', 'payment:mastercard_electronic': 'yes', 'payment:visa': 'yes'}","[1957249174, 1957249173, 3841555785, 1975187634, 1975187633, 1975187635, 1957249143, 1957249152, 1957249174]",0,
2644,1102,36,,113,1116,Budapest,Hunyadi János utca,23,,POINT (47.436305 19.042283),Hunyadi J. u. 23.,/barkacsaruhaz/budapest-savoya-park/,,,,,,,,,,,,,,,016,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,47.43665635,19.042388888513813,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,102022713,OSM_object_type.way,15,0,2020-10-06 09:21:59.000000,"{'addr:postcode': '1117', 'building': 'commercial', 'addr:street': 'Hunyadi János út', 'brand:wikipedia': 'en:Obi (store)', 'wheelchair': 'yes', 'website': 'https://www.obi.hu/', 'shop': 'doityourself', 'payment:maestro': 'yes', 'official_name': 'OBI Budapest Albertfalva', 'addr:city': 'Budapest', 'payment:mastercard_contactless': 'yes', 'opening_hours': 'Mo-Sa 08:00-20:00; Su 08:00-18:00', 'brand:wikidata': 'Q300518', 'name': 'OBI Albertfalva', 'ref': '016', 'payment:visa_electron': 'yes', 'opening_hours:covid19': '07:00-15:00', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'addr:housenumber': '23', 'ref:vatin': 'HU13136062', 'contact:website': 'https://www.obi.hu/', 'ref:vatin:hu': '13136062-2-44', 'brand': 'OBI', 'payment:mastercard_electronic': 'yes', 'payment:visa': 'yes'}","[1177807836, 1197664897, 7526668150, 7526668149, 7526668148, 7526668151, 1177807865, 1177807852, 1177807855, 4587875441, 1177807836]",0.0,
2645,1122,36,,138,1148,Budapest,Fogarasi út,28-54,,POINT (47.504302 19.119518),Fogarasi út 28-54.,/barkacsaruhaz/budapest-fogaras-ut/,,,,,,,,,,,,,,,024,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,47.505834300000004,19.12130874881634,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,191492775,OSM_object_type.way,9,0,2021-10-09 15:56:21.000000,"{'addr:postcode': '1148', 'shop': 'doityourself', 'building': 'commercial', 'addr:street': 'Fogarasi út', 'brand:wikipedia': 'de:Obi (Baumarkt)', 'addr:housenumber': '28-54', 'addr:country': 'HU', 'official_name': 'OBI Budapest Fogarasi út', 'branch': 'Fogarasi út', 'wheelchair': 'yes', 'addr:city': 'Budapest', 'contact:phone': '+36 40 212 223', 'brand': 'OBI', 'opening_hours': 'Mo-Sa 07:00-20:00; Su 07:00-18:00', 'brand:wikidata': 'Q300518', 'name': 'OBI'}","[2020631575, 2020631371, 2020631591, 2020631322, 2020631391, 2020631530, 2020631377, 2020631358, 2020631575]",0,
2646,1142,36,,165,1191,Budapest,Vak Bottyán utca,75/A,,POINT (47.462298 19.147798),Vak Bottyán u. 75/a,/barkacsaruhaz/budapest-koki-terminal/,,,,,,,,,,,,,,,033,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,47.4629899,19.144271,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,1940638642,OSM_object_type.node,9,0,2020-10-06 09:21:59.000000,"{'addr:postcode': '1191', 'shop': 'doityourself', 'addr:street': 'Vak Bottyán utca', 'contact:website': 'http://www.obi.hu', 'addr:housenumber': '75/a', 'addr:country': 'HU', 'wheelchair': 'yes', 'level': '0;1', 'brand:wikipedia': 'en:Obi (store)', 'official_name': 'OBI Budapest Köki', 'addr:city': 'Budapest', 'brand': 'OBI', 'opening_hours': 'Mo-Sa 08:00-20:00; Su 08:00-18:00', 'brand:wikidata': 'Q300518', 'name': 'OBI KÖKI Terminál'}",,0,
2647,1155,36,,188,1238,Budapest,Bevásárló utca,6,,POINT (47.413867 19.163216),Bevásárló utca 6.,/barkacsaruhaz/soroksar/,,,,,,,,,,,,,,,037,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,47.414035150000004,19.161491391925125,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,127554480,OSM_object_type.way,9,0,2020-04-03 09:09:28.000000,"{'payment:debit_cards': 'yes', 'building': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'wheelchair': 'yes', 'website': 'https://www.obi.hu/', 'payment:contactless': 'yes', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'brand:wikidata': 'Q300518', 'name': 'OBI', 'payment:visa_electron': 'yes', 'opening_hours:covid19': '07:00-15:00', 'operator': 'OBI Hungary Retail Kft.', 'shop': 'doityourself', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'ref:vatin': 'HU13136062', 'contact:website': 'https://www.obi.hu/', 'ref:vatin:hu': '13136062-2-44', 'brand': 'OBI', 'payment:mastercard_electronic': 'yes', 'payment:visa': 'yes'}","[1411403933, 1411403956, 5326010739, 5326010740, 5326010741, 5326010738, 5326010737, 5326010736, 5326010735, 5326010734, 1411403962, 1411403955, 5326010743, 1411403952, 1411403941, 5326010742, 1411403942, 1411403933]",32.36884726,
2648,1147,36,,601,2011,Budakalász,Omszk park,2,,POINT (47.610973 19.060419),Omszk Park 2.,/barkacsaruhaz/budakalasz/,,,,,,,,,,,,,,,035,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,47.6107827,19.05998366576381,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,47380153,OSM_object_type.way,10,0,2021-09-18 20:59:17.000000,"{'addr:postcode': '2011', 'shop': 'doityourself', 'building': 'yes', 'contact:email': 'uzenet@obi.hu', 'brand:wikipedia': 'de:Obi (Baumarkt)', 'addr:housenumber': '2', 'addr:street': 'Omszk park', 'addr:country': 'HU', 'website': 'https://www.obi.hu', 'branch': 'Budakalász', 'addr:city': 'Budakalász', 'contact:phone': '+36 80 21-22-23', 'brand': 'OBI', 'opening_hours': 'Mo-Sa 08:00-20:00; Su 08:00-18:00', 'brand:wikidata': 'Q300518', 'name': 'OBI'}","[603172078, 603171966, 7756824424, 603171992, 603172046, 7756824425, 603172065, 600057387, 603171931, 603172061, 603172012, 603171987, 603172014, 603171904, 603172087, 603171943, 603172057, 603172069, 603172114, 603172078]",0,
2649,1087,36,,626,2040,Budaörs,,,,POINT (47.460192 18.893125),Budapark,/barkacsaruhaz/budaors/,,,,,,,,,,,,,,,010,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,47.459901450000004,18.892257481942224,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,87443103,OSM_object_type.way,12,0,2020-11-22 10:43:26.000000,"{'addr:postcode': '2040', 'payment:debit_cards': 'yes', 'building': 'yes', 'addr:street': 'Budapark', 'brand:wikipedia': 'en:Obi (store)', 'wheelchair': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'official_name': 'OBI Budapark', 'addr:city': 'Budaörs', 'payment:mastercard_contactless': 'yes', 'opening_hours': 'Mo-Sa 08:00-20:00; Su 08:00-18:00', 'brand:wikidata': 'Q300518', 'name': 'OBI Budaörs', 'ref': '010', 'payment:visa_electron': 'yes', 'opening_hours:covid19': 'Mo-Sa 08:00-19:00; Su 08:00-18:00', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'addr:housenumber': '1', 'ref:vatin': 'HU13136062', 'contact:website': 'https://www.obi.hu/', 'ref:vatin:hu': '13136062-2-44', 'brand': 'OBI', 'payment:mastercard_electronic': 'yes', 'payment:visa': 'yes'}","[1016768650, 1016766771, 1016752472, 1016751121, 1016713255, 6615165734, 1016702509, 1016768650]",21.89027861,
2650,1152,36,,702,2151,Fót,Fehérkő út,2,,POINT (47.578333 19.159483),Fehérkő út 2.,/barkacsaruhaz/fot/,,,,,,,,,,,,,,,036,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,47.577590650000005,19.16112524305158,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,-6281785,OSM_object_type.relation,5,0,2020-10-06 09:28:59.000000,"{'addr:postcode': '2151', 'building': 'commercial', 'addr:street': 'Fehérkő utca', 'brand:wikipedia': 'en:Obi (store)', 'addr:country': 'HU', 'url': 'http://turistautak.hu/poi.php?id=11828', 'wheelchair': 'yes', 'source': 'turistautak.hu', 'website': 'https://www.obi.hu/', 'shop': 'doityourself', 'payment:maestro': 'yes', 'addr:city': 'Fót', 'payment:mastercard_contactless': 'yes', 'opening_hours': 'Mo-Sa 08:00-20:00; Su 08:00-18:00', 'brand:wikidata': 'Q300518', 'name': 'OBI Fót', 'payment:visa_electron': 'yes', 'opening_hours:covid19': '07:00-15:00', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'source:date': '2011-05-16', 'addr:housenumber': '2', 'ref:vatin': 'HU13136062', 'contact:website': 'https://www.obi.hu/', 'ref:vatin:hu': '13136062-2-44', 'brand': 'OBI', 'type': 'multipolygon', 'payment:mastercard_electronic': 'yes', 'payment:visa': 'yes'}","['w90142881', 'outer', 'w422536544', 'inner']",61.60199628,
2651,1110,36,,806,2400,Dunaújváros,Venyimi út,5-7,,POINT (46.978144 18.921653),Venyimi út 5-7.,/barkacsaruhaz/dunaujvaros/,,,,,,,,,,,,,,,019,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,46.9778033,18.9224857787542,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,144206069,OSM_object_type.way,7,0,2020-04-03 09:09:28.000000,"{'building': 'retail', 'brand:wikipedia': 'en:Obi (store)', 'wheelchair': 'yes', 'website': 'https://www.obi.hu/', 'shop': 'doityourself', 'payment:maestro': 'yes', 'addr:city': 'Dunaújváros', 'payment:mastercard_contactless': 'yes', 'brand:wikidata': 'Q300518', 'name': 'OBI', 'payment:visa_electron': 'yes', 'opening_hours:covid19': '07:00-15:00', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'ref:vatin': 'HU13136062', 'contact:website': 'https://www.obi.hu/', 'ref:vatin:hu': '13136062-2-44', 'brand': 'OBI', 'payment:mastercard_electronic': 'yes', 'payment:visa': 'yes'}","[1577944360, 1577944340, 1577944338, 1577944351, 1577944366, 1577944345, 6583067512, 1577944337, 1577944360]",24.86754243,
2652,1107,36,,1005,2800,Tatabánya,Győri utca,11,,POINT (47.588033 18.393117),Győri u.11.,/barkacsaruhaz/tatabanya/,,,,,,,,,,,,,,,018,+36 80 212 223,uzenet@obi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-20 12:25:22.195211+00:00,,,47.58830065,18.392341907164493,36,OBI,doityourself,"{'payment:mastercard_electronic': 'yes', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'payment:visa': 'yes', 'shop': 'doityourself', 'payment:maestro': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'brand:wikidata': 'Q300518', 'ref:vatin:hu': '13136062-2-44', 'payment:visa_electron': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0,100860914,OSM_object_type.way,14,0,2021-07-11 19:22:52.000000,"{'addr:postcode': '2800', 'building': 'yes', 'addr:street': 'Győri út', 'brand:wikipedia': 'en:Obi (store)', 'wheelchair': 'yes', 'website': 'https://www.obi.hu/', 'shop': 'doityourself', 'payment:maestro': 'yes', 'addr:city': 'Tatabánya', 'payment:mastercard_contactless': 'yes', 'brand:wikidata': 'Q300518', 'name': 'OBI', 'payment:visa_electron': 'yes', 'opening_hours:covid19': '07:00-15:00', 'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:mastercard': 'yes', 'ref:vatin': 'HU13136062', 'contact:website': 'https://www.obi.hu/', 'ref:vatin:hu': '13136062-2-44', 'brand': 'OBI', 'payment:mastercard_electronic': 'yes', 'payment:visa': 'yes'}","[1165589179, 1165588820, 8912066771, 8912066765, 1165589032, 8291726203, 8291726204, 8291726205, 8291726206, 8291726207, 8291726208, 1165589179]",3.13006085,
